// フレーム番号, 左スティックx.y, 右スティックx.y, キー
FrameData,0, 0, 0, 0, 0, 
FrameData,1, 0, 0, 0, 0, 
FrameData,2, 0, 0, 0, 0, 
FrameData,3, 0, 0, 0, 0, 
FrameData,4, 0, 0, 0, 0, 
FrameData,5, 0, 0, 0, 0, 
FrameData,6, 0, 0, 0, 0, 
FrameData,7, 0, 0, 0, 0, 
FrameData,8, 0, 0, 0, 0, 
FrameData,9, 0, 0, 0, 0, 
FrameData,10, 0, 0, 0, 0, 
FrameData,11, 0, 0, 0, 0, 
FrameData,12, 0, 0, 0, 0, 
FrameData,13, 0, 0, 0, 0, 
FrameData,14, 0, 0, 0, 0, 
FrameData,15, 0, 0, 0, 0, 
FrameData,16, 0, 0, 0, 0, 
FrameData,17, 0, 0, 0, 0, 
FrameData,18, 0, 0, 0, 0, 
FrameData,19, 0, 0, 0, 0, 
FrameData,20, 0, 0, 0, 0, 
FrameData,21, 0, 0, 0, 0, 
FrameData,22, 0, 0, 0, 0, 
FrameData,23, 0, 0, 0, 0, 
FrameData,24, 0, 0, 0, 0, 
FrameData,25, 0, 0, 0, 0, 
FrameData,26, 0, 0, 0, 0, 
FrameData,27, 0, 0, 0, 0, 
FrameData,28, 0, 0, 0, 0, 
FrameData,29, 0, 0, 0, 0, 
FrameData,30, 0, 0, 0, 0, 
FrameData,31, -0.392315, -0.0951567, 0, 0, 
FrameData,32, -0.622974, -0.113742, 0, 0, 
FrameData,33, -0.918943, -0.128513, 0, 0, 
FrameData,34, -1.00003, -0.134587, 0, 0, 
FrameData,35, -1.00003, -0.143803, 0, 0, 
FrameData,36, -1.00003, -0.154424, 0, 0, 
FrameData,37, -1.00003, -0.164983, 0, 0, 
FrameData,38, -1.00003, -0.174139, 0, 0, 
FrameData,39, -1.00003, -0.185278, 0, 0, 
FrameData,40, -1.00003, -0.194617, 0, 0, 
FrameData,41, -1.00003, -0.200903, 0, 0, 
FrameData,42, -1.00003, -0.205176, 0, 0, 
FrameData,43, -1.00003, -0.206641, 0, 0, 
FrameData,44, -1.00003, -0.208716, 0, 0, 
FrameData,45, -1.00003, -0.209937, 0, 0, 
FrameData,46, -1.00003, -0.209937, 0, 0, 
FrameData,47, -1.00003, -0.209937, 0, 0, 
FrameData,48, -1.00003, -0.209937, 0, 0, 
FrameData,49, -1.00003, -0.211707, 0, 0, 
FrameData,50, -1.00003, -0.215552, 0, 0, 
FrameData,51, -1.00003, -0.226051, 0, 0, 
FrameData,52, -1.00003, -0.247078, 0, 0, 
FrameData,53, -1.00003, -0.279366, 0, 0, 
FrameData,54, -1.00003, -0.311777, 0, 0, 
FrameData,55, -1.00003, -0.340556, 0, 0, 
FrameData,56, -1.00003, -0.380993, 0, 0, 
FrameData,57, -1.00003, -0.433515, 0, 0, 
FrameData,58, -0.986663, -0.495895, 0, 0, 
FrameData,59, -0.957671, -0.565966, 0, 0, 
FrameData,60, -0.918241, -0.63509, 0, 0, 
FrameData,61, -0.877804, -0.694906, 0, 0, 
FrameData,62, -0.861141, -0.71981, 0, 0, 
FrameData,63, -0.831721, -0.763268, 0, 0, 
FrameData,64, -0.787988, -0.798822, 0, 0, 
FrameData,65, -0.746147, -0.827662, 0, 0, 
FrameData,66, -0.713004, -0.849422, 0, 0, 
FrameData,67, -0.681722, -0.867397, 0, 0, 
FrameData,68, -0.657826, -0.880428, 0, 0, 
FrameData,69, -0.636616, -0.892819, 0, 0, 
FrameData,70, -0.613514, -0.911496, 0, 0, 
FrameData,71, -0.587115, -0.927244, 0, 0, 
FrameData,72, -0.568316, -0.939024, 0, 0, 
FrameData,73, -0.548784, -0.947569, 0, 0, 
FrameData,74, -0.517411, -0.957396, 0, 0, 
FrameData,75, -0.497482, -0.962371, 0, 0, 
FrameData,76, -0.447981, -0.973327, 0, 0, 
FrameData,77, -0.396802, -1.00003, 0, 0, 
FrameData,78, -0.34846, -1.00003, 0, 0, 
FrameData,79, -0.283364, -1.00003, 0, 0, 
FrameData,80, -0.0343944, -1.00003, 0, 0, 
FrameData,81, 0.000518815, -1.00003, 0, 0, 
FrameData,82, 0.0455947, -1.00003, 0, 0, 
FrameData,83, 0.10593, -1.00003, 0, 0, 
FrameData,84, 0.16776, -1.00003, 0, 0, 
FrameData,85, 0.22425, -1.00003, 0, 0, 
FrameData,86, 0.275704, -1.00003, 0, 0, 
FrameData,87, 0.320933, -0.991791, 0, 0, 
FrameData,88, 0.361431, -0.985473, 0, 0, 
FrameData,89, 0.395947, -0.979186, 0, 0, 
FrameData,90, 0.426466, -0.971984, 0, 0, 
FrameData,91, 0.451216, -0.965026, 0, 0, 
FrameData,92, 0.464156, -0.961394, 0, 0, 
FrameData,93, 0.488418, -0.953887, 0, 0, 
FrameData,94, 0.514054, -0.940947, 0, 0, 
FrameData,95, 0.542497, -0.923338, 0, 0, 
FrameData,96, 0.577013, -0.905789, 0, 0, 
FrameData,97, 0.613666, -0.886593, 0, 0, 
FrameData,98, 0.645833, -0.868191, 0, 0, 
FrameData,99, 0.686544, -0.846919, 0, 0, 
FrameData,100, 0.724021, -0.818812, 0, 0, 
FrameData,101, 0.761467, -0.786218, 0, 0, 
FrameData,102, 0.787896, -0.7416, 0, 0, 
FrameData,103, 0.804682, -0.691031, 0, 0, 
FrameData,104, 0.810602, -0.664876, 0, 0, 
FrameData,105, 0.818354, -0.615101, 0, 0, 
FrameData,106, 0.812464, -0.549272, 0, 0, 
FrameData,107, 0.788018, -0.476272, 0, 0, 
FrameData,108, 0.751274, -0.264962, 0, 0, 
FrameData,109, 0.696371, -0.215918, 0, 0, 
FrameData,110, 0.626362, 0.0275887, 0, 0, 
FrameData,111, 0.387127, 0.0614338, 0, 0, 
FrameData,112, 0.359325, 0.127567, 0, 0, 
FrameData,113, 0.322153, 0.199957, 0, 0, 
FrameData,114, 0.281228, 0.275369, 0, 0, 
FrameData,115, 0.227149, 0.354411, 0, 0, 
FrameData,116, 0.171972, 0.609119, 0, 0, 
FrameData,117, 0.11124, 0.62624, 0, 0, 
FrameData,118, 0.0558489, 0.649556, 0, 0, 
FrameData,119, 0.00671407, 0.672079, 0, 0, 
FrameData,120, -0.019776, 0.681539, 0, 0, 
FrameData,121, -0.0766625, 0.7051, 0, 0, 
FrameData,122, -0.151036, 0.729606, 0, 0, 
FrameData,123, -0.368206, 0.770165, 0, 0, 
FrameData,124, -0.418592, 0.814875, 0, 0, 
FrameData,125, -0.474532, 0.840358, 0, 0, 
FrameData,126, -0.546037, 0.841731, 0, 0, 
FrameData,127, -0.761681, 0.809259, 0, 0, 
FrameData,128, -1.00003, 0.146855, 0, 0, 
FrameData,129, -1.00003, 0.0897855, 0, 0, 
FrameData,130, -1.00003, 0.0308237, 0, 0, 
FrameData,131, -1.00003, -0.0198676, 0, 0, 
FrameData,132, -1.00003, -0.0624714, 0, 0, 
FrameData,133, -1.00003, -0.081637, 0, 0, 
FrameData,134, -1.00003, -0.109806, 0, 0, 
FrameData,135, -1.00003, -0.127079, 0, 0, 
FrameData,136, -1.00003, -0.138157, 0, 0, 
FrameData,137, -1.00003, -0.145238, 0, 0, 
FrameData,138, -1.00003, -0.149632, 0, 0, 
FrameData,139, -1.00003, -0.151189, 0, 0, 
FrameData,140, -1.00003, -0.154546, 0, 0, 
FrameData,141, -1.00003, -0.160924, 0, 0, 
FrameData,142, -1.00003, -0.180059, 0, 0, 
FrameData,143, -1.00003, -0.205176, 0, 0, 
FrameData,144, -1.00003, -0.226478, 0, 0, 
FrameData,145, -1.00003, -0.243965, 0, 0, 
FrameData,146, -1.00003, -0.257942, 0, 0, 
FrameData,147, -1.00003, -0.270119, 0, 0, 
FrameData,148, -1.00003, -0.28193, 0, 0, 
FrameData,149, -1.00003, -0.298746, 0, 0, 
FrameData,150, -1.00003, -0.306436, 0, 0, 
FrameData,151, -1.00003, -0.317637, 0, 0, 
FrameData,152, -1.00003, -0.324503, 0, 0, 
FrameData,153, -1.00003, -0.329051, 0, 0, 
FrameData,154, -1.00003, -0.33198, 0, 0, 
FrameData,155, -1.00003, -0.334178, 0, 0, 
FrameData,156, -1.00003, -0.335276, 0, 0, 
FrameData,157, -1.00003, -0.339579, 0, 0, 
FrameData,158, -1.00003, -0.347758, 0, 0, 
FrameData,159, -1.00003, -0.35432, 0, 0, 
FrameData,160, -1.00003, -0.357067, 0, 0, 
FrameData,161, -1.00003, -0.36195, 0, 0, 
FrameData,162, -1.00003, -0.36552, 0, 0, 
FrameData,163, -1.00003, -0.367077, 0, 0, 
FrameData,164, -1.00003, -0.369182, 0, 0, 
FrameData,165, -1.00003, -0.370525, 0, 0, 
FrameData,166, -1.00003, -0.375042, 0, 0, 
FrameData,167, -1.00003, -0.384777, 0, 0, 
FrameData,168, -1.00003, -0.411389, 0, 0, 
FrameData,169, -1.00003, -0.445692, 0, 0, 
FrameData,170, -1.00003, -0.475448, 0, 0, 
FrameData,171, -1.00003, -0.497909, 0, 0, 
FrameData,172, -0.996704, -0.506516, 0, 0, 
FrameData,173, -0.996155, -0.51973, 0, 0, 
FrameData,174, -0.996155, -0.528794, 0, 0, 
FrameData,175, -0.993408, -0.536027, 0, 0, 
FrameData,176, -0.992615, -0.543352, 0, 0, 
FrameData,177, -0.989135, -0.550218, 0, 0, 
FrameData,178, -0.986023, -0.559771, 0, 0, 
FrameData,179, -0.983642, -0.564531, 0, 0, 
FrameData,180, -0.982971, -0.568773, 0, 0, 
FrameData,181, -0.982971, -0.572069, 0, 0, 
FrameData,182, -0.979888, -0.574175, 0, 0, 
FrameData,183, -0.979888, -0.576067, 0, 0, 
FrameData,184, -0.979888, -0.577288, 0, 0, 
FrameData,185, -0.979888, -0.581744, 0, 0, 
